ra,fase,turma,nome,anonasc,idade22,gnero,anoingresso,instituiodeensino,pedra20,pedra21,pedra22,inde22,cg,cf,ct,nav,avaliador1,recav1,avaliador2,recav2,avaliador3,recav3,avaliador4,recav4,iaa,ieg,ips,recpsicologia,ida,matem,portug,ingls,indicado,atingiupv,ipv,ian,faseideal,defas,destaqueieg,destaqueida,destaqueipv,ano,inde2023,fase_pedra_ano,nomeanonimizado,datadenasc,idade,pedra23,inde23,ipp,mat,por,ing,defasagem,destaqueipv1,inde2024,avaliador5,avaliador6,escola,ativoinativo,ativoinativo1,aluno_id
RA-186,,A,Aluno-186,2009.0,13.0,Menina,2019,Escola Pública,Ametista,Ametista,Ametista,7.832,192.0,29.0,7.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.3,8.5,7.5,Não atendido,6.6,6.0,5.7,8.0,Sim,Não,7.5,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-186
RA-187,,A,Aluno-187,2010.0,12.0,Menina,2019,Rede Decisão,Ametista,Topázio,Ametista,7.928,161.0,25.0,6.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.8,8.9,7.5,Não atendido,5.8,5.3,7.2,4.8,Não,Não,7.917,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-187
RA-188,,A,Aluno-188,2008.0,14.0,Menino,2021,Escola Pública,,Ametista,Quartzo,5.307,803.0,122.0,16.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,0.0,6.1,7.5,Não atendido,2.7,3.0,3.2,2.0,Sim,Não,7.583,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-188
RA-189,,A,Aluno-189,2008.0,14.0,Menino,2018,Rede Decisão,Ametista,Ametista,Ametista,7.629,261.0,33.0,8.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase + Bolsa,10.0,9.7,5.0,Requer avaliação,7.2,6.3,7.2,8.0,Não,Não,7.333,5.0,Fase 4 (9º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-189
RA-190,,A,Aluno-190,2009.0,13.0,Menina,2022,Escola Pública,,,Ametista,7.335,380.0,44.0,10.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,6.7,6.9,8.8,Não atendido,6.3,5.0,7.5,,Não,Não,7.25,10.0,Fase 3 (7º e 8º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-190
RA-191,,A,Aluno-191,2009.0,13.0,Menino,2019,Rede Decisão,Topázio,Topázio,Topázio,8.74,13.0,2.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,10.0,9.4,8.8,Não atendido,7.2,8.0,7.2,6.3,Não,Sim,8.5,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-191
RA-192,,B,Aluno-192,2007.0,15.0,Menino,2021,Escola Pública,,Quartzo,Quartzo,4.932,829.0,130.0,14.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,8.8,3.6,7.5,Não atendido,2.7,1.7,4.7,1.7,Não,Não,4.708,5.0,Fase 5 (1º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-192
RA-193,,B,Aluno-193,2010.0,12.0,Menino,2016,Rede Decisão,Topázio,Topázio,Topázio,8.155,95.0,16.0,2.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,8.9,5.6,Sem limitações,6.7,5.0,6.3,8.7,Não,Sim,8.5,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-193
RA-194,,B,Aluno-194,2008.0,14.0,Menina,2022,Escola Pública,,,Quartzo,4.265,851.0,144.0,15.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Promovido de Fase,0.0,6.2,5.0,Requer avaliação,3.2,3.7,5.8,0.0,Não,Não,3.75,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-194
RA-195,,B,Aluno-195,2009.0,13.0,Menina,2017,Rede Decisão,Ametista,Ametista,Ametista,8.017,137.0,21.0,4.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.8,9.2,5.0,Requer avaliação,6.3,6.8,6.3,5.8,Não,Não,8.25,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-195
RA-196,,B,Aluno-196,2010.0,12.0,Menino,2018,Rede Decisão,Ametista,Topázio,Topázio,8.124,106.0,17.0,3.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,9.1,7.5,Não atendido,5.1,4.0,6.0,5.3,Não,Sim,8.625,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-196
RA-197,,B,Aluno-197,2009.0,13.0,Menina,2021,Rede Decisão,,Topázio,Topázio,8.218,82.0,15.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,8.8,9.7,4.4,Requer avaliação,7.3,6.0,7.5,8.3,Não,Não,8.292,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-197
RA-198,,B,Aluno-198,2009.0,13.0,Menino,2017,Escola Pública,Ametista,Quartzo,Quartzo,5.554,782.0,117.0,11.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,6.2,5.0,Requer avaliação,4.6,5.2,5.8,2.8,Não,Não,5.958,10.0,Fase 3 (7º e 8º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-198
RA-199,,B,Aluno-199,2009.0,13.0,Menino,2022,Escola Pública,,,Ametista,7.564,287.0,34.0,5.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.3,7.1,7.5,Não atendido,7.5,5.7,7.8,9.0,Não,Não,6.458,10.0,Fase 3 (7º e 8º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-199
RA-200,,B,Aluno-200,2007.0,15.0,Menino,2018,Escola JP II,Quartzo,Quartzo,Quartzo,5.705,759.0,109.0,9.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,7.9,5.6,4.4,Requer avaliação,5.5,4.7,5.0,6.8,Não,Não,4.917,5.0,Fase 5 (1º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-200
RA-201,,B,Aluno-201,2007.0,15.0,Menina,2021,Escola Pública,,Ágata,Ametista,7.078,462.0,58.0,7.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,7.3,7.5,Não atendido,6.5,6.0,7.2,6.3,Não,Não,7.542,5.0,Fase 5 (1º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-201
RA-202,,B,Aluno-202,2008.0,14.0,Menina,2017,Escola Pública,Ametista,Ametista,Quartzo,5.201,810.0,123.0,13.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,5.2,4.4,Requer avaliação,5.4,6.3,5.8,4.2,Sim,Não,6.917,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-202
RA-203,,B,Aluno-203,2008.0,14.0,Menina,2021,Escola Pública,,Ametista,Quartzo,5.669,766.0,113.0,10.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,8.8,4.3,7.5,Não atendido,2.8,2.3,3.5,2.5,Não,Não,6.875,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-203
RA-204,,B,Aluno-204,2009.0,13.0,Menina,2019,Escola Pública,Ametista,Ametista,Ágata,6.943,509.0,64.0,8.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,6.7,4.4,Requer avaliação,7.4,5.3,8.5,8.5,Não,Não,5.708,10.0,Fase 3 (7º e 8º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-204
RA-205,,B,Aluno-205,2008.0,14.0,Menino,2020,Escola Pública,Ametista,Ametista,Quartzo,5.372,797.0,120.0,12.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,9.6,3.8,7.5,Não atendido,4.1,5.7,1.7,5.0,Não,Não,4.833,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-205
RA-206,,B,Aluno-206,2010.0,12.0,Menina,2022,Escola Pública,,,Ametista,7.101,455.0,56.0,6.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,8.3,8.8,7.5,Não atendido,5.0,4.0,6.0,,Não,Não,5.167,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-206
RA-207,,C,Aluno-207,2006.0,16.0,Menino,2021,Escola Pública,,Ágata,Quartzo,4.936,827.0,129.0,5.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,0.0,4.8,7.5,Não atendido,5.8,5.3,4.0,8.0,Não,Não,5.708,2.5,Fase 6 (2º EM),-3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-207
RA-208,,C,Aluno-208,2008.0,14.0,Menino,2018,Escola Pública,Ametista,Ágata,Ágata,6.667,599.0,78.0,4.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Promovido de Fase,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,7.5,7.1,7.5,Não atendido,6.1,5.0,7.5,5.8,Não,Não,6.417,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-208
RA-209,,C,Aluno-209,2008.0,14.0,Menino,2019,Escola Pública,Quartzo,Quartzo,Quartzo,4.499,843.0,140.0,7.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,0.0,4.8,5.6,Requer avaliação,6.0,5.0,5.2,7.8,Não,Não,3.75,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-209
RA-210,,C,Aluno-210,2008.0,14.0,Menino,2022,Escola Pública,,,Quartzo,4.44,844.0,141.0,8.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,0.0,5.1,7.5,Não atendido,3.4,2.7,5.3,2.3,Não,Não,4.417,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-210
RA-211,,C,Aluno-211,2009.0,13.0,Menino,2021,Escola Pública,,Topázio,Topázio,8.465,39.0,10.0,1.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Promovido de Fase + Bolsa,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,9.2,8.8,7.5,Não atendido,7.6,6.7,7.5,8.5,Sim,Sim,8.458,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-211
RA-212,,C,Aluno-212,2008.0,14.0,Menino,2022,Escola Pública,,,Ametista,7.268,407.0,49.0,2.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,9.6,8.4,7.5,Não atendido,6.2,4.8,5.8,7.8,Não,Não,6.958,5.0,Fase 4 (9º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-212
RA-213,,C,Aluno-213,2009.0,13.0,Menino,2022,Escola Pública,,,Ametista,7.209,425.0,51.0,3.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,9.6,8.7,7.5,Não atendido,3.5,5.0,2.0,,Não,Não,6.833,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-213
RA-214,,C,Aluno-214,2007.0,15.0,Menino,2022,Escola Pública,,,Quartzo,4.87,832.0,133.0,6.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,0.0,6.1,7.5,Não atendido,4.3,5.0,3.5,,Não,Não,5.125,5.0,Fase 5 (1º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-214
RA-215,,D,Aluno-215,2009.0,13.0,Menina,2021,Escola Pública,,Ágata,Ametista,7.172,442.0,53.0,3.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,6.7,5.8,7.5,Não atendido,7.8,5.7,7.7,10.0,Não,Não,6.542,10.0,Fase 3 (7º e 8º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-215
RA-216,,D,Aluno-216,2009.0,13.0,Menina,2018,Escola Pública,Ametista,Ágata,Ametista,7.502,310.0,35.0,1.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase,7.9,8.5,7.5,Não atendido,7.0,5.3,6.5,9.2,Não,Não,5.583,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-216
RA-217,,D,Aluno-217,2007.0,15.0,Menina,2021,Escola Pública,,Ametista,Ametista,7.397,363.0,42.0,2.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Promovido de Fase + Bolsa,7.9,8.5,7.5,Não atendido,7.1,6.3,7.2,7.7,Sim,Não,7.292,5.0,Fase 5 (1º EM),-2.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-217
RA-218,,D,Aluno-218,2008.0,14.0,Menina,2022,Escola Pública,,,Ágata,6.1,709.0,99.0,6.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,6.3,7.3,7.5,Não atendido,4.0,5.0,7.0,0.0,Não,Não,6.125,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-218
RA-219,,D,Aluno-219,2006.0,16.0,Menino,2019,Escola Pública,Ametista,Ágata,Quartzo,5.942,733.0,105.0,7.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Mantido na Fase atual,8.8,6.9,7.5,Não atendido,3.5,4.0,4.8,1.7,Não,Não,6.375,2.5,Fase 6 (2º EM),-3.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-219
RA-220,,D,Aluno-220,2009.0,13.0,Menina,2022,Escola Pública,,,Ágata,7.028,479.0,60.0,4.0,4.0,Avaliador-6,Promovido de Fase + Bolsa,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,0.0,8.1,7.5,Não atendido,6.5,6.8,6.8,5.8,Sim,Não,7.833,10.0,Fase 3 (7º e 8º ano),0.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-220
RA-221,,D,Aluno-221,2008.0,14.0,Menino,2022,Escola Pública,,,Ágata,6.892,528.0,68.0,5.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,9.6,8.5,7.5,Não atendido,5.2,7.0,3.5,5.0,Não,Não,6.0,5.0,Fase 4 (9º ano),-1.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-221
RA-222,,D,Aluno-222,2007.0,15.0,Menina,2019,Escola Pública,Ágata,Ametista,Quartzo,5.604,774.0,115.0,8.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,7.1,4.6,7.5,Não atendido,6.2,5.0,7.5,6.0,Não,Não,4.917,5.0,Fase 5 (1º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-222
RA-223,,E,Aluno-223,2009.0,13.0,Menina,2022,Escola Pública,,,Quartzo,4.966,823.0,128.0,12.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,0.0,4.6,7.5,Não atendido,3.1,4.3,4.7,0.2,Não,Não,5.583,10.0,Fase 3 (7º e 8º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-223
RA-224,,E,Aluno-224,2009.0,13.0,Menino,2021,Escola Pública,,Ágata,Quartzo,5.671,765.0,112.0,11.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Promovido de Fase,Avaliador-31,Alocado em Fase anterior,9.6,4.3,7.5,Não atendido,2.6,5.0,2.7,0.0,Não,Não,4.875,10.0,Fase 3 (7º e 8º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-224
RA-225,,E,Aluno-225,2008.0,14.0,Menino,2022,Escola Pública,,,Quartzo,5.918,736.0,107.0,10.0,4.0,Avaliador-6,Mantido na Fase atual,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Alocado em Fase anterior,8.3,5.3,7.5,Não atendido,5.0,3.0,7.0,,Não,Não,5.708,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-225
RA-226,,E,Aluno-226,2008.0,14.0,Menina,2022,Escola Pública,,,Ágata,6.549,638.0,82.0,4.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,7.5,6.1,7.5,Não atendido,6.8,7.0,6.5,,Não,Não,6.208,5.0,Fase 4 (9º ano),-1.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-226
RA-227,,E,Aluno-227,2010.0,12.0,Menino,2022,Escola Pública,,,Ágata,6.471,647.0,84.0,5.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,9.2,6.4,7.5,Não atendido,3.3,4.7,4.3,1.0,Não,Não,5.833,10.0,Fase 3 (7º e 8º ano),0.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-227
RA-228,,E,Aluno-228,2007.0,15.0,Menina,2017,Escola Pública,Ágata,Quartzo,Ágata,6.196,700.0,95.0,7.0,4.0,Avaliador-6,Promovido de Fase,Avaliador-27,Mantido na Fase atual,Avaliador-30,Mantido na Fase atual,Avaliador-31,Mantido na Fase atual,7.5,6.7,7.5,Não atendido,4.8,3.0,6.0,5.3,Não,Não,6.417,5.0,Fase 5 (1º EM),-2.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2022,,,,,,,,,,,,,,,,,,,,RA-228
